271033697	2800346367	80	65535	17
271033697	2800346367	80	65535	17
271033697	2800346367	80	65535	17
271033697	2800346367	80	65535	17
271033697	2800346367	80	65535	17
271033697	2800346367	80	65535	17
271033697	2800346367	80	65535	17
271033697	2800346367	80	65535	17
271033697	2800346367	80	65535	17
271033697	2800346367	80	65535	17
1130596096	2369377791	65535	0	51
2377724415	2190213119	65535	65535	0
2377724415	2190213119	65535	65535	0
38101508	2849774366	65535	137	17
271033599	2800346496	65535	65535	255
2377852671	2190198144	0	0	0
2377724040	1484460287	22	65535	17
1146565384	2453653199	25	0	6
1594037065	2190163242	0	69	17
1594037065	2190163242	0	69	17
1594037065	2190163242	0	69	17
2377760768	4032393212	0	69	6
2377754112	2190198268	0	514	6
4242209023	2098864545	65535	9003	17
1606954946	2245314671	65535	514	17
3952795053	594740056	0	25	6
2377852767	2800346112	0	0	0
1595047744	42750976	0	0	255
2377754429	4026877695	65535	65535	17
1594007410	42751118	65535	69	17
1130596351	2369363199	0	65535	255
1606964460	42781062	0	80	6
1595047679	2194812157	65535	20	6
1594007406	42751041	65535	137	17
1594007406	42751041	65535	137	17
270808576	2726401280	65535	0	0
3188567039	1613234175	65535	65535	0
0	4042008160	0	69	17
4239885704	2190198268	0	514	17
2377850880	2190198144	0	65535	255
270809856	1593997311	0	65535	6
1130594303	2245314560	65535	65535	0
4242245950	4016268639	0	65535	17
0	4101859797	65535	25	6
4242245950	1738026495	110	0	6
4242208542	2098864431	65535	9003	17
4242207808	4165704703	65535	65535	255
2377754367	1607029760	0	65535	0
4242210816	1738026240	65535	0	0
1594073360	2190198143	161	0	17
1595045087	4294967295	65535	65535	17
38101508	2849774366	0	137	17
4294967295	4042008177	65535	21	6
270809710	2752889917	65535	65535	17
2377754424	1600570706	65535	1024	17
270808665	2726416616	0	53	17
1594000383	1127738367	0	65535	47
38101508	4294967295	161	0	17
0	4101859797	0	0	0
2377724415	2453652992	65535	514	6
2377754424	4026877691	0	113	17
4242208768	2098864545	0	9003	17
4242208768	2098864545	0	9003	17
4242208768	2098864545	0	9003	17
271033698	1593997307	65535	80	17
4239862217	4026869487	65535	1024	17
1595047424	2194812032	0	65535	255
2377857407	4042061055	65535	0	1
2377754424	4026877695	161	0	17
4294967295	4101859797	500	0	17
1593999864	36015075	65535	53	17
2377857451	1613175364	0	1024	17
4294967295	4101859797	1433	65535	17
2377754112	2190198271	65535	0	0
270809856	2726397952	0	1433	17
2377852792	4042056320	0	80	6
2955441407	4042008160	65535	110	6
1595047935	2194854911	0	0	0
271051876	36013275	0	80	17
1151666855	2800346496	143	0	6
1594071551	2190163200	65535	0	0
1606965417	2245314687	22	65535	6
4242209087	2190198016	0	65535	0
1146558976	1593997311	0	65535	255
1595047424	2194812157	0	4899	17
1595018599	42781056	65535	1024	17
4242245950	4016268639	65535	65535	17
4294967295	4101832704	65535	65535	0
4294967295	4101859797	22	0	17
2377754424	1600570706	65535	143	17
154130754	0	0	69	6
4031082240	2190198016	65535	65535	255
41274112	1600546047	0	65535	0
1594032128	36013120	65535	65535	0
2377724040	1484460167	0	5631	6
1594007430	2194812154	65535	514	17
2377754429	1607073791	0	25	6
1593999360	1140656383	0	65535	255
2955441407	1613175551	0	65535	255
2955441407	1613175551	0	65535	255
4242180095	4026869248	65535	65535	255
4242180095	4026869248	65535	65535	255
4294967295	4165704624	65535	80	6
38101508	2849774366	0	137	17
1130581382	2377856148	80	0	6
4031082228	279870528	53	0	17
1593999360	2194833407	65535	65535	0
3952707328	630353407	65535	0	0
4242245887	4165704624	65535	137	17
2377754429	4026877695	0	1024	17
1594071551	2190163200	0	65535	255
1146565375	2453652992	0	0	17
1130580992	2245314687	0	0	0
2377724415	1484495743	65535	0	255
2377754111	1600545792	0	0	255
1130596095	1276113087	65535	0	6
1595047679	2194854911	65535	161	6
1595047679	2194854911	65535	161	6
2377714385	1402467839	1645	65535	6
4031082228	279870528	53	0	17
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4294967295	4101859584	65535	0	255
4242245950	1738026240	110	0	6
2377754424	1600546017	5550	0	6
1146565384	232930047	80	0	6
1146565384	232930047	80	0	6
1146565384	232930047	80	0	6
1146565384	232930047	80	0	6
1606324345	2245314671	0	135	17
2377754112	1600570624	0	0	255
1594073349	2190198046	65535	69	17
3952795008	2190198046	0	514	6
3952705536	2190198271	65535	65535	255
3952705536	4026869487	0	65535	17
270808704	2726424576	0	65535	255
4242246655	1613175551	0	0	0
4242246655	1613175551	0	0	0
271033697	2800346616	0	65535	17
1146558976	2453653200	65535	65535	255
2377772572	4032393212	65535	1024	17
4294967295	4101859797	65535	25	6
